Name,Age,Nationality,Overall,Club,Value,Preferred Positions
R. Fiamozzi,24,Italy,66,Bari,€875K,RB
L. Lezzerini,22,Italy,66,Avellino,€800K,GK
R. Vloet,22,Netherlands,66,NAC Breda,€850K,ST
I. Depe,24,Turkey,66,Kardemir Karabükspor,€825K,RM
J. Elías,21,Argentina,66,Newell's Old Boys,€825K,CM
M. Sáček,20,Czech Republic,66,Sparta Praha,€1.2M,CDM
Zhao Mingjian,29,China PR,66,,€0,RM
A. Osman,30,Ghana,66,Partick Thistle F.C.,€475K,CDM
D. Wotherspoon,27,Scotland,66,St. Johnstone FC,€675K,LM
F. Boli,23,Ivory Coast,66,Stabæk Fotball,€875K,ST
J. McGinn,22,Scotland,66,Hibernian,€900K,LM
B. Traoré,24,France,66,Le Havre AC,€700K,CB
T. Høgli,33,Norway,66,FC København,€250K,LB
R. Mulumba,24,DR Congo,66,GFC Ajaccio,€900K,CDM
M. Høibråten,22,Norway,66,Strømsgodset IF,€850K,CB
M. Domínguez,17,Mexico,66,Monterrey,€850K,LM
K. Nolan,35,England,66,Notts County,€270K,CAM
J. Magennis,26,Northern Ireland,66,Charlton Athletic,€775K,ST
W. Owusu,27,Ghana,66,Royal Antwerp FC,€675K,ST
Z. Ismail,23,England,66,Walsall,€875K,RM
A. Al Salem,24,Saudi Arabia,66,Al Fayha,€875K,CDM
L. Guwara,21,Germany,66,1. FC Kaiserslautern,€825K,LB
M. Musaka,26,Japan,66,Shimizu S-Pulse,€675K,CM
M. Sarr,23,France,66,Charlton Athletic,€750K,CB
C. Monschein,24,Austria,66,FK Austria Wien,€850K,ST
A. Harris,32,St Kitts Nevis,66,FC Dallas,€350K,LB
L. Crecco,21,Italy,66,Lazio,€1M,LM
D. Charles,29,England,66,AFC Wimbledon,€500K,LB
R. Riski,27,Finland,66,Odds BK,€675K,ST
D. Batubinsika,21,France,66,Royal Antwerp FC,€825K,CB
J. Mansilla,30,Argentina,66,Club Atlético Tigre,€600K,LM
B. Parlak,27,Turkey,66,Alanyaspor,€600K,CB
O. Rodríguez,20,Mexico,66,Club León,€975K,LB
Pedrinho,32,Portugal,66,CD Aves,€350K,LB
J. Enríquez,26,Mexico,66,Santos Laguna,€675K,CB
Park Jin Po,29,Korea Republic,66,Jeju United FC,€475K,RM
E. Alushi,31,Kosovo,66,1. FC Nürnberg,€550K,CAM
P. Lezceno,33,Chile,66,Deportes Iquique,€260K,RB
R. Feczesin,31,Hungary,66,Jeonnam Dragons,€575K,ST
César Ortiz,28,Spain,66,SV Mattersburg,€575K,CB
A. Doffo,22,Argentina,66,Vélez Sarsfield,€1M,CAM
M. Stevanović,21,Serbia,66,Kayserispor,€975K,CB
O. Azubuike,20,Nigeria,66,Evkur Yeni Malatyaspor,€925K,CM
Leandrinho,31,Brazil,66,Medicana Sivasspor,€575K,ST
J. Obika,26,England,66,Oxford United,€775K,ST
J. Amoah,22,Ghana,66,Vitória Guimarães,€1M,CM
B. Carroll,35,United States,66,Philadelphia Union,€150K,CDM
A. Russo,30,Italy,66,Frosinone,€475K,CB
A. Busteño,33,Chile,66,CD Huachipato,€260K,CDM
H. Otani,32,Japan,66,Kashiwa Reysol,€375K,CDM
R. Şimşek,26,Turkey,66,Medicana Sivasspor,€625K,RM
J. Nilsen,26,Norway,66,Odds BK,€650K,CM
Kim Dong Woo,29,Korea Republic,66,Daegu FC,€500K,CB
L. Miranda,23,Argentina,66,Defensa y Justicia,€925K,RM
A. Imperiale,30,Argentina,66,San Jose Earthquakes,€475K,CB
Rafa Mir,19,Spain,66,Valencia CF,€975K,RM
A. Barada,26,Japan,66,Omiya Ardija,€775K,CAM
O. Sissoko,29,Mali,66,Le Havre AC,€500K,GK
C. Lykogiannis,23,Greece,66,SK Sturm Graz,€750K,LB
S. Hertner,26,Germany,66,FC Erzgebirge Aue,€650K,LM
A. Þrándarson,22,Iceland,66,Aalesunds FK,€875K,ST
C. Warner,29,United States,66,Minnesota Thunder,€500K,CDM
T. Guerbert,28,France,66,Clermont Foot 63,€650K,RM
J. McCarthy,21,England,66,Barnsley,€1M,CB
J. Wright,31,England,66,Sheffield United,€425K,CB
J. Adelalla,33,Chile,66,Curicó Unido,€400K,CM
M. Mustacchio,28,Italy,66,Perugia,€650K,ST
T. Vion,23,France,66,Chamois Niortais FC,€900K,ST
L. Sekulski,26,Poland,66,Jagiellonia Białystok,€800K,ST
J. Calesti,29,Chile,66,Audax Italiano,€625K,LM
M. Guevgeozián,31,Armenia,66,Newell's Old Boys,€575K,ST
G. Viscarra,24,Bolivia,66,,€0,GK
J. Dem,24,Germany,66,Chemnitzer FC,€675K,CB
I. Lapshov,18,Russia,66,Lokomotiv Moscow,€575K,CB
B. Mason,19,England,66,Watford,€1.2M,LB
P. Türpitz,25,Germany,66,1. FC Magdeburg,€775K,ST
A. Ateef,34,Saudi Arabia,66,Al Shabab,€200K,RM
T. Çamdal,26,Turkey,66,Galatasaray SK,€625K,LB
G. Halford,32,England,66,Cardiff City,€375K,RB
Eddy,24,Azerbaijan,66,Gimnàstic de Tarragona,€750K,CM
B. Ould-Chikh,19,Morocco,66,FC Utrecht,€900K,RW
Pedro Monteiro,23,Portugal,66,Estoril Praia,€775K,CB
R. Schiavi,31,Italy,66,Salernitana,€425K,CB
F. Ondoa,21,Cameroon,66,Sevilla Atlético,€925K,GK
D. Sallói,20,Hungary,66,Sporting Kansas City,€1M,LW
K. Yamamura,27,Japan,66,Cerezo Osaka,€750K,CB
B. Jayiya,27,South Africa,66,Kaizer Chiefs,€675K,ST
J. Huyghebaert,28,Belgium,66,Royal Excel Mouscron,€500K,CB
E. Bush,31,United States,66,Montreal Impact,€400K,GK
N. De Schutter,28,Belgium,66,Waasland-Beveren,€500K,LB
C. Flórez,22,Colombia,66,Alianza Petrolera,€900K,CB
B. Youssouf,23,France,66,AJ Auxerre,€750K,RB
T. Ebuehi,21,Nigeria,66,ADO Den Haag,€750K,RB
C. Özdemir,24,Turkey,66,Medicana Sivasspor,€800K,LM
C. Knasmüllner,25,Austria,66,FC Admira Wacker Mödling,€850K,CAM
A. Hadouir,34,Netherlands,66,Excelsior,€325K,RM
M. Al Fatil,25,Saudi Arabia,66,Al Ahli,€750K,CB
O. Ejaria,19,England,66,Liverpool,€1.4M,CM
J. Acquistapace,28,Germany,66,Sportfreunde Lotte,€575K,RB
G. Long,23,England,66,AFC Wimbledon,€800K,GK
J. Grimmer,23,Scotland,66,Coventry City,€750K,RWB
J. Bandowski,23,Germany,66,VfL Bochum,€750K,LM
M. Pennington,22,England,66,Leeds United,€900K,RB
N. Ferreira,35,Portugal,66,FC Thun,€280K,CM
D. Stahl,28,Germany,66,SpVgg Unterhaching,€525K,CM
F. Koch,28,Austria,66,SK Sturm Graz,€500K,RB
R. McLaughlin,22,Northern Ireland,66,Oldham Athletic,€950K,RB
R. Saravia,24,Argentina,66,Racing Club de Avellaneda,€750K,RB
M. Goblet,22,Belgium,66,Waasland-Beveren,€650K,GK
Alain Oyarzun,23,Spain,66,Real Zaragoza,€875K,LM
D. Claasen,27,South Africa,66,,€0,CAM
J. Jeggo,25,Australia,66,SK Sturm Graz,€700K,CM
M. Restrepo,36,Colombia,66,La Equidad,€90K,CDM
R. Gartler,31,Austria,66,LASK Linz,€575K,ST
R. Cierzniak,34,Poland,66,Legia Warszawa,€260K,GK
Pité,22,Portugal,66,Tondela,€750K,LB
L. Gugganig,22,Austria,66,SpVgg Greuther Fürth,€825K,CB
A. Hayashi,30,Japan,66,F.C. Tokyo,€425K,GK
A. Donnarumma,26,Italy,66,Milan,€575K,GK
K. Bakırcıoğlu,36,Sweden,66,Hammarby IF,€200K,CAM
C. Eiting,19,Netherlands,66,Ajax,€950K,CDM
M. Çelik,27,Turkey,66,Akhisar Belediyespor,€675K,ST
A. Gomis,25,Senegal,66,US Orléans Loiret Football,€875K,ST
A. Juel Andersen,26,Denmark,66,Aarhus GF,€675K,RB
L. Quintana,25,Mexico,66,U.N.A.M.,€650K,CB
Moi Delgado,23,Spain,66,FC Barcelona B,€750K,LB
A. Sebrino,25,Chile,66,CD Palestino,€725K,ST
Victor Massaia,25,Brazil,66,Grupo Desportivo de Chaves,€650K,CB
M. Dembélé,28,Mali,66,Le Havre AC,€675K,ST
H. Hansson,24,Faroe Islands,66,AC Horsens,€825K,CM
M. Appiah,29,Germany,66,VfL Osnabrück,€500K,RB
Sin Se Gye,26,Korea Republic,66,Sangju Sangmu FC,€625K,RM
J. Giraudon,25,France,66,ES Troyes AC,€750K,CDM
K. Opare,26,United States,66,D.C. United,€625K,CB
H. Cummings,25,Panama,66,San Jose Earthquakes,€725K,CB
H. Yılmaz,33,Turkey,66,Alanyaspor,€325K,GK
C. O'Grady,31,England,66,Chesterfield,€575K,ST
T. Kløve,26,Denmark,66,SønderjyskE,€750K,CM
João Silva,27,Portugal,66,CD Feirense,€750K,ST
F. Alashe,23,United States,66,San Jose Earthquakes,€725K,CB
S. Bakış,23,Turkey,66,Bursaspor,€925K,RM
N. Solís,23,Argentina,66,Club Atlético Huracán,€1M,LW
J. Shaughnessy,24,Republic of Ireland,66,St. Johnstone FC,€750K,RB
D. Petratos,24,Australia,66,Newcastle Jets,€825K,CM
M. Boman,28,Sweden,66,IFK Göteborg,€675K,ST
D. Dervite,28,France,66,Bolton Wanderers,€525K,CB
I. Furios,38,Argentina,66,Club Atlético Patronato,€90K,RB
A. Ricaurte,25,Colombia,66,Atlético Huila,€825K,CM
R. Lindkvist,27,Sweden,66,AIK Solna,€600K,LWB
S. Davis,24,United States,66,New York Red Bulls,€900K,RM
João Góis,27,Portugal,66,FC Paços de Ferreira,€600K,RB
Raí,19,Brazil,66,Real Zaragoza,€1.2M,LW
D. Rowe,25,England,66,Ipswich Town,€800K,LM
T. Flanagan,25,Northern Ireland,66,Burton Albion,€700K,RB
Diego Maurício,26,Brazil,66,Gangwon FC,€775K,ST
I. Kireev,25,Russia,66,FC Rostov,€800K,RWB
L. Thompson,22,Wales,66,Norwich City,€925K,CM
L. Mulholland,28,England,66,Real Salt Lake,€650K,CDM
Hildeberto Pereira,21,Portugal,66,Legia Warszawa,€1M,RM
P. Hoffmann,25,Germany,66,SC Preußen Münster,€775K,RM
E. Butin,29,France,66,Stade Brestois 29,€650K,ST
A. O'Brien,23,Republic of Ireland,66,Millwall,€900K,ST
J. Holt,24,Scotland,66,Rangers,€825K,CM
I. Runje,26,Croatia,66,Jagiellonia Białystok,€650K,CB
M. Al Harbi,29,Saudi Arabia,66,Al Ahli,€475K,LB
W. Pacheco,22,Colombia,66,La Equidad,€800K,RB
N. Birones,33,Chile,66,San Luis de Quillota,€260K,CAM
L. Damour,26,France,66,Cardiff City,€700K,CM
T. Schrammel,29,Austria,66,SK Rapid Wien,€475K,LM
P. Pervan,29,Austria,66,LASK Linz,€525K,GK
S. Bradley,25,England,66,Plymouth Argyle,€700K,CB
M. Jeannin,26,Algeria,66,Clermont Foot 63,€575K,GK
T. Kemp,26,United States,66,D.C. United,€625K,LB
David Raya,21,Spain,66,Blackburn Rovers,€800K,GK
M. de Jong,30,Canada,66,Vancouver Whitecaps FC,€475K,CDM
N. Boogaard,30,Australia,66,Newcastle Jets,€475K,CB
S. Gündüz,23,Germany,66,VfL Bochum,€850K,RW
A. Uryga,23,Poland,66,Wisła Płock,€675K,CDM
J. Coppinger,36,England,66,Doncaster Rovers,€220K,LM
Kim Gun Hee,22,Korea Republic,66,Suwon Samsung Bluewings,€900K,ST
A. Nordin,19,France,66,AS Nancy Lorraine,€1.1M,LW
J. Willis,28,United States,66,Houston Dynamo,€550K,GK
F. Heerkens,27,Netherlands,66,Willem II,€525K,CDM
I. Jarano,33,Chile,66,CD O'Higgins,€400K,LM
F. Azemi,25,Norway,66,Vålerenga Fotball,€875K,RW
M. McGlinchey,30,New Zealand,66,Wellington Phoenix,€600K,CM
Z. Ljubijankič,33,Slovenia,66,Urawa Red Diamonds,€400K,CF
J. Martínez,30,Mexico,66,Pachuca,€475K,RB
Fernando,27,Spain,66,UD Almería,€575K,GK
Kim Dae Ho,29,Korea Republic,66,Pohang Steelers,€475K,LB
K. Risgård,34,Denmark,66,Aalborg BK,€325K,CM
F. Cardozo,22,Argentina,66,Arsenal de Sarandí,€750K,LB
D. Londoño,22,Colombia,66,Envigado FC,€900K,LB
N. Trujic,25,Serbia,66,FC Tosno,€850K,ST
F. Cuvelier,24,Belgium,66,Walsall,€850K,CAM
Gerson,25,Brazil,66,Gangwon FC,€675K,CB
N. Avellaneda,24,Argentina,66,Club Atlético Lanús,€700K,GK
Y. Boé-Kane,26,France,66,AC Ajaccio,€700K,CM
V. Rosier,20,France,66,Dijon FCO,€750K,RB
Borja Herrera,24,Spain,66,UD Las Palmas,€725K,LM
Paolo Fernandes,18,Spain,66,NAC Breda,€1.2M,LM
T. Nakamura,27,Japan,66,Júbilo Iwata,€525K,LM
M. Gardyne,31,Scotland,66,Ross County FC,€575K,RM
A. Wildig,25,England,66,Morecambe,€825K,RM
C. Pérez,31,Colombia,66,Águilas Doradas,€425K,CB
D. Mignanelli,24,Italy,66,Ascoli,€700K,LB
O. Haddadi,25,Tunisia,66,Dijon FCO,€700K,LWB
C. Davies,31,United States,66,Philadelphia Union,€575K,ST
J. Forster-Caskey,23,England,66,Charlton Athletic,€975K,CDM
U. Zeybek,22,Turkey,66,Fenerbahçe SK,€975K,CM
Tropi,22,Spain,66,Lorca Deportiva CF,€775K,CAM
E. Mbende,21,Germany,66,Chemnitzer FC,€775K,CB
K. Kawamata,27,Japan,66,Júbilo Iwata,€750K,ST
Abel Gómez,35,Spain,66,Lorca Deportiva CF,€150K,CDM
L. Holmes,30,England,66,Exeter City,€600K,LM
F. Helstrup,24,Denmark,66,Arka Gdynia,€775K,CB
L. Mosquera,28,Colombia,66,Águilas Doradas,€650K,LB
S. Scougall,24,Scotland,66,St. Johnstone FC,€875K,LW
M. Jiménez,36,Mexico,66,Querétaro,€90K,CM
Luisinho,26,Brazil,66,Al Faisaly,€750K,ST
H. Koffi,20,Burkina Faso,66,LOSC Lille,€875K,GK
D. Post,28,Netherlands,66,VVV-Venlo,€525K,CM
T. Gabuza,29,South Africa,66,Orlando Pirates,€650K,ST
T. Albutat,24,Germany,66,MSV Duisburg,€775K,CDM
T. Ephestion,22,France,66,RC Lens,€975K,CM
M. Thiel,24,Germany,66,1. FC Heidenheim,€875K,LM
H. Hauger,31,Norway,66,Strømsgodset IF,€425K,CM
Kim Chang Soo,31,Korea Republic,66,Ulsan Hyundai Horang-i,€425K,RWB
M. Rosales,36,Argentina,66,Vancouver Whitecaps FC,€220K,RM
B. Kuipers,22,Netherlands,66,ADO Den Haag,€725K,CB
K. Nagasawa,25,Japan,66,Urawa Red Diamonds,€775K,CDM
S. Abdul-Salaam,25,United States,66,Sporting Kansas City,€675K,LB
S. Cummings,28,Jamaica,66,Rotherham United,€500K,LB
Brahim Díaz,17,Spain,66,Manchester City,€1.3M,LW
K. Taketomi,26,Japan,66,Kashiwa Reysol,€750K,ST
Cleylton Santos,24,Brazil,66,CF Os Belenenses,€700K,CB
D. Jaković,31,Canada,66,,€0,CB
A. Chicksen,25,England,66,Bradford City,€675K,LM
N. Miatke,27,Germany,66,FSV Zwickau,€600K,LM
B. Dabanli,27,Turkey,66,Rot-Weiß Erfurt,€650K,CDM
M. Fortuné,35,France,66,Southend United,€300K,ST
D. Dražić,21,Serbia,66,RC Celta de Vigo,€1M,LW
M. El Hankouri,20,Morocco,66,Willem II,€1.2M,RM
R. Koch,20,Germany,66,SC Freiburg,€925K,CDM
K. Madsen,28,Norway,66,Strømsgodset IF,€525K,CB
R. Cornthwaite,31,Australia,66,Western Sydney Wanderers,€425K,CB
M. O'Connor,29,Northern Ireland,66,Notts County,€625K,CM
P. Kammerbauer,20,Germany,66,1. FC Nürnberg,€1M,CDM
A. Fadlalla,23,Qatar,66,KAS Eupen,€750K,LWB
J. Valdez Chamorro,23,Argentina,66,Club Atlético Lanús,€900K,CM
A. Ligi,27,Italy,66,Carpi,€550K,LB
S. Ringstad,25,Norway,66,Strømsgodset IF,€675K,LB
S. Sukharev,30,Russia,66,FC Tosno,€475K,LB
J. Pardaneos,25,Chile,66,Club de Deportes Temuco,€700K,LM
M. Könnecke,28,Germany,66,FSV Zwickau,€650K,ST
D. Henry,24,Canada,66,West Ham United,€750K,CB
Y. Baraye,25,Senegal,66,Parma,€775K,ST
Sergi Guardiola,26,Spain,66,Córdoba CF,€825K,ST
S. Şahin-Radlinger,24,Austria,66,Hannover 96,€600K,GK
D. Lopar,32,Switzerland,66,FC St. Gallen,€375K,GK
N. Ansell,23,Australia,66,Tondela,€750K,CB
J. Bègue,23,France,66,Bourg en Bresse Péronnas 01,€900K,LM
L. Geminiani,26,Argentina,66,Club Atlético Patronato,€650K,LB
Pedro Pinto,22,Portugal,66,Vitória Setúbal,€700K,RB
A. Nordvik,30,Norway,66,Viking FK,€475K,LB
F. Coppola,39,Italy,66,Hellas Verona,€40K,GK
V. Agardius,27,Sweden,66,Kalmar FF,€600K,LB
A. Tamèze,23,France,66,OGC Nice,€900K,CDM
G. Venegas,33,Mexico,66,Puebla,€260K,RB
B. Riise,34,Norway,66,Aalesunds FK,€325K,RB
K. Vermeulen,26,Netherlands,66,Excelsior,€775K,CAM
R. Cisneros,20,Mexico,66,Santos Laguna,€1.3M,ST
Benito,21,Spain,66,UD Las Palmas,€1.2M,CAM
Ko Moo Yeol,26,Korea Republic,66,Jeonbuk Hyundai Motors,€700K,LW
D. Remick,26,United States,66,Houston Dynamo,€625K,LB
Jallyson Neto,25,Brazil,66,Sport Club do Recife,€550K,LB
T. Socha,29,Poland,66,Arka Gdynia,€475K,RB
G. Beretta,25,Italy,66,Foggia,€850K,RW
Rochinha,22,Portugal,66,Boavista FC,€950K,LM
M. Rosheuvel,26,Netherlands,66,Roda JC Kerkrade,€700K,RM
S. Saad,24,Lebanon,66,Sporting Kansas City,€825K,LW
T. Danneberg,31,Germany,66,VfL Osnabrück,€425K,CM
H. Mojica,24,Colombia,65,Asociacion Deportivo Cali,€700K,CAM
P. Robinson,35,England,65,AFC Wimbledon,€130K,CB
C. Martins Pereira,20,Luxembourg,65,Olympique Lyonnais,€850K,CB
O. Bogle,23,England,65,Cardiff City,€775K,ST
G. Hendrickx,22,Belgium,65,Sporting Charleroi,€725K,LM
Ko Tae Won,24,Korea Republic,65,Jeonnam Dragons,€675K,CB
Carbonell,19,Spain,65,CF Reus Deportiu,€900K,CAM
S. Konde,24,Guinea,65,Amkar Perm,€650K,CB
A. Fernández,31,Uruguay,65,San Martín de San Juan,€475K,CDM
C. Hussey,28,England,65,Swindon Town,€425K,LB
J. Chunga,25,Colombia,65,CPD Junior Barranquilla,€500K,GK
M. Perez,26,France,65,Clermont Foot 63,€625K,CDM
Y. Meité,21,Ivory Coast,65,FC Sochaux-Montbéliard,€975K,RW
C. Früchtl,17,Germany,65,FC Bayern Munich,€975K,GK
Francis,21,Spain,65,Real Betis Balompié,€850K,RM
D. Giorico,25,Italy,65,Carpi,€675K,CM
W. Creavalle,26,Guyana,65,Philadelphia Union,€550K,CDM
D. Giraldo,25,Colombia,65,Asociacion Deportivo Cali,€625K,CDM
A. Considine,30,Scotland,65,Aberdeen,€400K,CB
T. Kanamori,23,Japan,65,Kashima Antlers,€800K,LW
E. Chirambadare,25,Zimbabwe,65,Kaizer Chiefs,€675K,RW
Bebeto,27,Brazil,65,CS Marítimo,€450K,RB
C. Menz,28,Germany,65,Rot-Weiß Erfurt,€450K,RB
O. Gaona Lugo,26,Paraguay,65,Bahía Blanca,€575K,ST
H. Zeinstra,27,Netherlands,65,Heracles Almelo,€450K,GK
I. Toney,21,England,65,Wigan Athletic,€975K,ST
No Dong Geon,25,Korea Republic,65,Pohang Steelers,€525K,GK
N. Topor-Stanley,32,Australia,65,Newcastle Jets,€300K,CB
P. Rojas,25,Colombia,65,Jaguares Fútbol Club,€650K,ST
G. Saunders,28,England,65,Envigado FC,€450K,CM
Palatsí,29,Spain,65,C.D. Leonesa S.A.D.,€450K,GK
H. Toffolo,21,England,65,Doncaster Rovers,€750K,LWB
A. Tapia,30,Colombia,65,Corporación Club Deportivo Tuluá,€500K,CAM
C. Colkett,20,England,65,Vitesse,€875K,CDM
Y. Hiraoka,31,Japan,65,Vegalta Sendai,€375K,CB
M. Zajc,23,Slovenia,65,Empoli,€825K,CM
K. Enghardt,25,Denmark,65,Randers FC,€600K,CM
T. Pope,31,England,65,Port Vale,€475K,ST
O. Custodio,22,Switzerland,65,FC Luzern,€850K,CB
P. Strand,22,Norway,65,Molde FK,€775K,LM
B. Cascini,20,Argentina,65,Estudiantes de La Plata,€950K,CDM
J. Naismith,23,Scotland,65,Ross County FC,€675K,RB
M. Pazurek,28,Germany,65,SC Fortuna Köln,€500K,CM
K. Dempsey,21,England,65,Fleetwood Town,€925K,LM
L. Nilsson,35,Sweden,65,IF Elfsborg,€250K,ST
C. Sloth,25,Denmark,65,Silkeborg IF,€675K,CAM
Diney,22,Cape Verde,65,CS Marítimo,€825K,CB
Suh Myeong Won,22,Korea Republic,65,Ulsan Hyundai Horang-i,€875K,LW
Kainho Selva,29,Brazil,65,Vitória ,€400K,RB
W. Moke,29,Congo,65,Atiker Konyaspor,€425K,CB
R. Foster,31,Scotland,65,St. Johnstone FC,€350K,LB
M. Asenjo,22,Argentina,65,Banfield,€775K,ST
E. Bugge Pettersen,37,Norway,65,Strømsgodset IF,€40K,GK
A. Oueslati,25,Tunisia,65,Al Fateh,€675K,RB
C. Amaya,26,Colombia,65,Asociacion Deportivo Cali,€675K,ST
M. Schulz,22,Germany,65,FC Luzern,€850K,CDM
P. Jaroszyński,22,Poland,65,Chievo Verona,€650K,LB
A. Baluta,23,Romania,65,,€0,RM
V. Jugović,27,Croatia,65,Jeonnam Dragons,€550K,CAM
Lucas Possignolo,23,Brazil,65,Portimonense SC,€650K,CB
B. Tiru,23,Romania,65,,€0,CB
Carles Pérez,19,Spain,65,FC Barcelona B,€1M,LW
L. Leahy,24,England,65,Walsall,€600K,LM
D. Vrzogic,27,Germany,65,SV Meppen,€450K,LM
S. Francis,30,Jamaica,65,Montreal Impact,€400K,LM
D. Pedersen,24,Denmark,65,Aarhus GF,€625K,CM
M. Ihiekwe,24,England,65,Rotherham United,€725K,RB
R. Burke,20,England,65,Bolton Wanderers,€925K,RB
A. Rodríguez,24,Colombia,65,Atletico Nacional Medellin,€775K,RW
S. Mauk,21,Australia,65,Melbourne City,€800K,RW
Óscar Whalley,23,Spain,65,Real Sporting de Gijón,€525K,GK
D. Lovitz,25,United States,65,Montreal Impact,€475K,LM
José Kanté,26,Guinea,65,Wisła Płock,€650K,ST
M. Solheim,29,Norway,65,Hammarby IF,€400K,RB
R. Andrich,22,Germany,65,SV Wehen Wiesbaden,€850K,CDM
Henrique Jardinel,29,Brazil,65,Associação Atlética Ponte Preta,€425K,CM
M. Richards,34,England,65,Northampton Town,€280K,ST
M. Sansores,26,Mexico,65,Monarcas Morelia,€650K,ST
V. Ranković,24,Germany,65,Hansa Rostock,€625K,RM
J. Martínez,23,Colombia,65,Envigado FC,€550K,GK
B. Gimber,20,Germany,65, SSV Jahn Regensburg,€925K,CB
I. Faye,24,Senegal,65,Boavista FC,€675K,LM
A. Nef,35,Switzerland,65,FC Zürich,€130K,CB
S. Tritz,30,France,65,SC Preußen Münster,€400K,RB
B. Inman,25,Australia,65,Rochdale,€650K,LW
J. Kiesewetter,24,United States,65,Fortuna Düsseldorf,€725K,RM
C. Lenz,22,Germany,65,Holstein Kiel,€650K,LB
S. Sawadogo,24,Burkina Faso,65,La Berrichonne de Châteauroux,€675K,ST
E. Zverotić,30,Montenegro,65,FC Sion,€400K,RB
A. Figuera,27,Venezuela,65,,€0,CM
J. Kusukami,29,Japan,65,Western Sydney Wanderers,€525K,CAM
Tomás Nuninho,33,Brazil,65,Associação Chapecoense de Futebol,€220K,CDM
Carlos Henriques,23,Portugal,65,Portimonense SC,€525K,GK
N. Dumitru,25,Italy,65,AD Alcorcón,€600K,ST
P. Pentke,32,Germany,65, SSV Jahn Regensburg,€300K,GK
B. Bellot,26,Germany,65,Brøndby IF,€425K,GK
S. Gasanov,23,Russia,65,Tromsø IL,€725K,CM
C. Andriamahitsinoro,27,Madagascar,65,Ohod Club,€575K,ST
F. Nouble,25,England,65,Newport County,€700K,LM
C. Wernitznig,27,Austria,65,Wolfsberger AC,€575K,RM
M. Al Bishi,30,Saudi Arabia,65,Al Faisaly,€400K,CB
D. Björnquist,28,Sweden,65,AFC Eskilstuna,€425K,RB
F. Kurto,26,Poland,65,Roda JC Kerkrade,€450K,GK
C. Reilly,23,Republic of Ireland,65,Bury,€775K,CDM
T. Wendel,28,Germany,65,Sportfreunde Lotte,€450K,CB
I. Chebake,27,Morocco,65,Evkur Yeni Malatyaspor,€500K,LB
A. Esposito,31,Italy,65,Cesena,€375K,CB
F. Lohkemper,22,Germany,65,1. FC Magdeburg,€775K,ST
S. Clémence,29,France,65,Tours FC,€550K,ST
C. Fagan,28,Republic of Ireland,65,St. Patrick's Athletic,€550K,ST
L. Burliga,29,Poland,65,Jagiellonia Białystok,€400K,RB
S. Luna,29,Argentina,65,Belgrano de Córdoba,€400K,CM
G. Pezzella,19,Italy,65,Udinese,€900K,LM
L. Bailly,31,Belgium,65,Royal Excel Mouscron,€325K,GK
B. Adjei-Boateng,23,Ghana,65,Colorado Rapids,€825K,CDM
N. Poulsen,23,Denmark,65,Sarpsborg 08 FF,€725K,CM
K. Londoño,23,Colombia,65,Jaguares Fútbol Club,€800K,RM
C. Kammlott,27,Germany,65,Rot-Weiß Erfurt,€575K,LW
D. Mendoza,24,Argentina,65,Club Atlético Huracán,€775K,ST
R. Hayasaka,31,Japan,65,Hokkaido Consadole Sapporo,€475K,CAM
J. Husband,23,England,65,Norwich City,€600K,LB
N. Tkalčić,27,Croatia,65,IFK Norrköping,€575K,LB
P. Salomon,29,Austria,65,SCR Altach,€525K,RM
M. Schulze Niehues,28,Germany,65,SC Preußen Münster,€375K,GK
M. Friedrich,21,Germany,65,FC Augsburg,€775K,RB
A. Al Enezi,26,Saudi Arabia,65,Al Nassr,€425K,GK
P. Hatzidiakos,20,Greece,65,AZ Alkmaar,€725K,CB
Peter Abradanel,29,Brazil,65,Associação Atlética Ponte Preta,€375K,GK
J. Makengo,19,France,65,OGC Nice,€1.1M,CAM
Z. Gordon,24,Scotland,65,Jagiellonia Białystok,€575K,RB
A. Dyer,27,Montserrat,65,IF Elfsborg,€600K,CM
C. Gustafsson,30,Sweden,65,IK Sirius,€500K,CDM
T. Acar,31,Turkey,65,Medicana Sivasspor,€325K,GK
B. Schenkeveld,25,Netherlands,65,Melbourne City,€550K,CB
N. Körber,20,Germany,65,SC Preußen Münster,€775K,GK
E. Lancini,23,Italy,65,Brescia,€625K,CB
M. Devlin,23,Scotland,65,Hamilton Academical FC,€725K,CB
P. Pawlett,26,Scotland,65,Milton Keynes Dons,€625K,CM
Alvaro Rey,27,Spain,65,Arka Gdynia,€575K,RM
P. Cissé,21,Senegal,65,Olympiakos CFP,€650K,CB
Josan,27,Spain,65,Albacete Balompié,€575K,LM
P. Dahlberg,18,Sweden,65,IFK Göteborg,€775K,GK
M. Kennedy,22,Scotland,65,Portsmouth,€750K,RM
N. Fitzgerald,25,Australia,65,Melbourne City,€650K,LW
Yeray,29,Spain,65,C.D. Leonesa S.A.D.,€525K,CDM
L. Görtler,23,Germany,65,FC Utrecht,€750K,RW
S. Dawson,31,Republic of Ireland,65,Bury,€475K,RM
E. Alfonso,29,Italy,65,Cittadella,€425K,GK
K. Larsen,25,Norway,65,Lyngby BK,€650K,RM
Jo Young Cheol,28,Korea Republic,65,Sangju Sangmu FC,€550K,ST
